movie_id,originalTitle,description,ratingCategory,genres
tt0837563,Pet Sematary,"Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.",R,"Horror,Mystery,Thriller"
tt9071322,Dark Waters,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,PG-13,"Biography,Drama,History"
tt7939766,I'm Thinking of Ending Things,"Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself.",R,"Drama,Thriller"
tt4139588,Polar,"A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",TV-MA,"Action,Thriller"
tt7886848,Sadak 2,"The film picks up where Sadak left off, revolving around the journey with a young girl who becomes an important character in the life of the protagonist, and the reason for him to stay alive.",TV-MA,"Action,Drama"
tt2274648,Hellboy,"Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge.",R,"Action,Adventure,Fantasy"
tt1088616,Episode #1.2083,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",TV-MA,Drama
tt7550000,Project Power,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.",R,"Action,Crime,Sci-Fi"
tt8629748,Spenser Confidential,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",R,"Action,Comedy,Crime"
tt3513548,Richard Jewell,"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.",R,"Biography,Crime,Drama"
tt7838252,K.G.F: Chapter 1,"In the 1970s, a gangster named Rocky goes undercover as a slave to assassinate the owner of a notorious gold mine known as the Kolar Gold Fields.",Not Rated,"Action,Crime,Drama"
tt6878306,News of the World,A Civil War veteran agrees to deliver a girl taken by the Kiowa people years ago to her aunt and uncle against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home.,PG-13,"Action,Adventure,Drama"
tt5028340,Mary Poppins Returns,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.",PG,"Adventure,Comedy,Family"
tt1226837,Beautiful Boy,"Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",R,"Biography,Drama"
tt6924650,Midway,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",PG-13,"Action,Drama,History"
tt1063345,First Half Final Round: Goldrick vs. Ortega/Kropp vs. Lentz,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",PG-13,"Action,Game-Show,Sport"
tt8364368,Crawl,"A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",R,"Action,Adventure,Horror"
tt8633478,Run,A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.,PG-13,"Mystery,Thriller"
tt5774060,Underwater,A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.,PG-13,"Action,Horror,Sci-Fi"
tt3799232,The Kissing Booth,A high school student is forced to confront her secret crush at a kissing booth.,TV-14,"Comedy,Romance"
tt7456310,Anna,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,R,"Action,Thriller"
tt1413492,12 Strong,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",R,"Action,Drama,History"
tt1034415,Suspiria,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",R,"Drama,Fantasy,Horror"
tt4332232,Fractured,"A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.",TV-MA,"Drama,Mystery,Thriller"
tt1146482,Mascot Marvellous,Explores the dangerous human impact of social networking; tech experts sound the alarm on their own creations.,PG-13,"Comedy,Family,Short"
tt4003440,The House That Jack Built,"The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman.",R,"Crime,Drama,Horror"
tt1053960,Flüstern mit Horst,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.",PG-13,"Documentary,Reality-TV"
tt4682266,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",PG-13,"Action,Horror,Mystery"
tt6998518,Mandy,"The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",Not Rated,"Action,Fantasy,Horror"
tt3224458,A Beautiful Day in the Neighborhood,Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,PG,"Biography,Drama"
tt5688932,Sorry to Bother You,"In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed.",R,"Comedy,Drama,Fantasy"
tt6513120,Fighting with My Family,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,PG-13,"Biography,Comedy,Drama"
tt4560436,Mile 22,"A small team of elite American intelligence officers, part of a top-secret tactical command unit, try to smuggle a mysterious police officer with sensitive information out of Indonesia.",R,"Action,Thriller"
tt8623904,Last Christmas,"Kate is a young woman subscribed to bad decisions. Working as an elf in a year-round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn--that seems too good to be true.",PG-13,"Comedy,Drama,Fantasy"
tt8350360,Annabelle Comes Home,"While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",R,"Horror,Mystery,Thriller"
tt8695030,The Dead Don't Die,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,R,"Comedy,Fantasy,Horror"
tt2531344,Blockers,Three parents try to stop their daughters from losing their virginity on prom night.,R,"Comedy,Drama"
tt3387520,Scary Stories to Tell in the Dark,"On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.",PG-13,"Adventure,Horror,Mystery"
tt8075192,Shoplifters,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.",R,"Crime,Drama,Thriller"
tt8155288,Happy Death Day 2U,Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.,PG-13,"Comedy,Horror,Mystery"
tt1634106,Bloodshot,"Ray Garrison, a slain soldier, is re-animated with superpowers.",PG-13,"Action,Adventure,Sci-Fi"
tt4575576,Christopher Robin,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",PG,"Adventure,Comedy,Drama"
tt5220122,Hotel Transylvania 3: Summer Vacation,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.",PG,"Adventure,Animation,Comedy"
tt6663582,The Spy Who Dumped Me,Best friends Audrey and Morgan unwittingly become entangled in an international conspiracy when one of them discovers that the boyfriend who dumped her was actually a spy.,R,"Action,Adventure,Comedy"
tt1055423,Episode #14.3,A 10-year-old girl and her family come face-to-face with the horrors of the Holocaust when they are sent to a concentration camp in Croatia. She must summon the courage to protect herself and her infant brother while trying to escape.,R,Family
tt6921996,Johnny English Strikes Again,"After a cyber-attack reveals the identity of all of the active undercover agents in Britain, Johnny English is forced to come out of retirement to find the mastermind hacker.",PG,"Action,Adventure,Comedy"
tt2709692,The Grinch,A grumpy Grinch plots to ruin Christmas for the village of Whoville.,PG,"Animation,Comedy,Family"
tt3861390,Dumbo,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",PG,"Adventure,Family,Fantasy"
tt7014006,Eighth Grade,An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.,R,"Comedy,Drama"
tt1061828,Episode #3.40,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,R,"Comedy,Family,Fantasy"
tt6977338,Good Boys,"Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.",R,"Adventure,Comedy"
tt2990140,The Christmas Chronicles,"The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about.",PG,"Adventure,Comedy,Family"
tt6472976,Five Feet Apart,"A pair of teenagers with cystic fibrosis meet in a hospital and fall in love, though their disease means they must avoid close physical contact.",PG-13,"Drama,Romance"
tt6679794,Outlaw King,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,R,"Action,Biography,Drama"
tt4532826,Robin Hood,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,PG-13,"Action,Adventure,Drama"
tt5033998,Charlie's Angels,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",PG-13,"Action,Adventure,Comedy"
tt8359848,Climax,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",R,"Drama,Horror,Music"
tt7638348,Boss Level,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.",TV-MA,"Action,Adventure,Comedy"
tt5719748,Cold Pursuit,A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.,R,"Action,Comedy,Crime"
tt5613484,Mid90s,"Follows Stevie, a thirteen-year-old in 1990s-era Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate shop.",R,"Comedy,Drama"
tt1137450,Death Wish,"Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.",R,"Action,Crime,Drama"
tt7775622,Free Solo,"Alex Honnold faces the biggest challenge of his career, climbing El Capitan in Yosemite National Park. He pursues it Free Solo, which means climbing without a rope and alone.",PG-13,"Adventure,Documentary,Sport"
tt9686708,The King of Staten Island,Scott has been a case of arrested development since his firefighter dad died. He spends his days smoking weed and dreaming of being a tattoo artist until events force him to grapple with his grief and take his first steps forward in life.,R,"Comedy,Drama"
tt1005951,Peter Brook,"After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage.",R,Documentary
tt9866072,Holidate,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",TV-MA,"Comedy,Romance"
tt3513498,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",PG,"Action,Adventure,Animation"
tt1028027,"Osa 58. Savonlinna, Wanha kasino","After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire.",TV-14,History
tt4916630,Just Mercy,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,PG-13,"Biography,Crime,Drama"
tt7282468,Burning,"Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby.",Not Rated,"Drama,Mystery,Thriller"
tt2452244,Isn't It Romantic,A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.,PG-13,"Comedy,Fantasy,Musical"
tt8688634,21 Bridges,An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,R,"Action,Crime,Drama"
tt4477536,Fifty Shades Freed,"Anastasia (Dakota Johnson) and Christian (Jamie Dornan) get married, but Jack Hyde (Eric Johnson) continues to threaten their relationship.",R,"Drama,Romance,Thriller"
tt8368406,Vivarium,A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,R,"Horror,Mystery,Sci-Fi"
tt8291224,Uri: The Surgical Strike,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",Not Rated,"Action,Drama,History"
tt8368512,The Courier,Businessman Greville Wynne is asked by a Russian source to try to help put an end to the Cuban Missile Crisis.,PG-13,"Drama,History,Mystery"
tt1846589,Hunter Killer,"An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.",R,"Action,Thriller"
tt5726086,Insidious: The Last Key,"Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home where the terror began.",PG-13,"Horror,Mystery,Thriller"
tt1091938,Episode #2.42,"After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent.",R,Talk-Show
tt6673612,Dolittle,A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.,PG,"Adventure,Comedy,Family"
tt6850820,Peppermint,"Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free.",R,"Action,Thriller"
tt1103237,Laying a Marine Cable,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",TV-14,"Documentary,Short"
tt4971344,The Sisters Brothers,"Eli and Charlie Sisters, an infamous duo of gunslinging assassins, chase a gold prospector and his unexpected ally in 1850s Oregon.",R,"Drama,Western"
tt8637428,The Farewell,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",PG,"Comedy,Drama"
tt5461944,Hotel Mumbai,The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,R,"Action,Drama,History"
tt6133466,The First Purge,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.",R,"Action,Horror,Sci-Fi"
tt6902676,Guns Akimbo,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,R,"Action,Comedy,Crime"
tt5113040,The Secret Life of Pets 2,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.",PG,"Adventure,Animation,Comedy"
tt6475714,Monster Hunter,"When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom.",PG-13,"Action,Adventure,Fantasy"
tt4244998,Alpha,"In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",PG-13,"Action,Adventure,Drama"
tt7043012,Velvet Buzzsaw,"A thriller about the contemporary art scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce.",R,"Horror,Mystery,Thriller"
tt2388771,Mowgli: Legend of the Jungle,"A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins.",PG-13,"Adventure,Drama,Fantasy"
tt9731534,The Night House,A widow begins to uncover her recently deceased husband's disturbing secrets.,R,"Horror,Mystery,Thriller"
tt1298644,The Hustle,Two con women - one low rent and the other high class - team up to take down the men who have wronged them.,PG-13,"Comedy,Crime"
tt8526872,Dolemite Is My Name,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",R,"Biography,Comedy,Drama"
tt3892172,Leave No Trace,"A father and his seventeen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.",PG,"Adventure,Drama"
tt6079516,I See You,"A policeman and his doctor wife have some marriage problems and the son blames the mother. For his job, the policeman investigates a case of a missing boy. The possible kidnapping looks like some cases from a few years ago.",R,"Drama,Horror,Mystery"
tt4126476,After,A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,PG-13,"Drama,Romance"
tt6742252,The Guilty,A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.,R,"Crime,Drama,Thriller"
tt4687108,In the Tall Grass,"After hearing a young boy's cry for help, a sister and brother venture into a vast field of tall grass in Oklahoma but soon discover there may be no way out...and that something evil lurks within.",TV-MA,"Horror,Mystery,Sci-Fi"
tt6908274,Mirage,Two storms separated by 25 years. A woman murdered. A daughter missed. Only 72 hours to discover the truth.,TV-MA,"Drama,Fantasy,Mystery"
tt5610554,Tully,A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.,R,"Comedy,Drama,Mystery"
tt8291806,Pain and Glory,A film director reflects on the choices he's made in life as the past and present come crashing down around him.,R,Drama
tt0385887,Motherless Brooklyn,"In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend.",R,"Crime,Drama,Mystery"
tt6772950,Truth or Dare,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.,PG-13,"Horror,Thriller"
tt6398184,Downton Abbey,"The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",PG,"Drama,Romance"
tt7374948,Always Be My Maybe,"Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?",PG-13,"Comedy,Romance"
tt1288846,Episode dated 19 November 2003,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",TV-G,"News,Talk-Show"
tt8784956,Ava,"Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.",R,"Action,Drama,Thriller"
tt6543652,Cold War,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",R,"Drama,Music,Romance"
tt9052870,Chhichhore,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",Not Rated,"Comedy,Drama,Romance"
tt5304992,Set It Up,Two corporate executive assistants hatch a plan to match-make their two bosses.,TV-14,"Comedy,Romance"
tt6306064,Adrift,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",PG-13,"Action,Adventure,Biography"
tt9214832,Emma.,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.",PG,"Comedy,Drama,Romance"
tt1165520,"Arata Naru Chikara, Kidou na no!","Markus goes home to his teenage daughter, Mathilde, when his wife dies in a train crash. All appears to be a tragic accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up.",Not Rated,"Action,Animation,Fantasy"
tt8110640,In the Shadow of the Moon,A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,TV-MA,"Action,Crime,Mystery"
tt6452574,Sanju,"Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life.",TV-MA,"Biography,Comedy,Drama"
tt7958736,Ma,"A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host.",R,"Horror,Mystery,Thriller"
tt1035092,Impossible,"Aasif visits his wife's parents' house and happens to go to a ground that is supposedly haunted. However, he is soon possessed by the spirit of a transgender who is out for revenge.",TV-MA,"Action,Animation,Family"
tt6217306,Apostle,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",TV-MA,"Drama,Fantasy,Horror"
tt4463894,Shaft,"JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.",R,"Action,Comedy,Crime"
tt1068226,Catching the Deep Sea Turtle,"Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.",PG-13,"Documentary,Short"
tt5834262,Hotel Artemis,"Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.",R,"Action,Crime,Drama"
tt1051422,Jerk!,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,R,"Animation,Comedy,Family"
tt6820256,Arctic,A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.,PG-13,"Adventure,Drama"
tt5968394,Captive State,"Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents.",PG-13,"Action,Horror,Sci-Fi"
tt5246700,How It Ends,"In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.",TV-MA,"Action,Drama,Horror"
tt0983946,Fantasy Island,"When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.",PG-13,"Fantasy,Horror,Mystery"
tt6791096,I Feel Pretty,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?",PG-13,"Comedy,Romance"
tt8239946,Tumbbad,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,Not Rated,"Drama,Fantasy,Horror"
tt3201640,Extinction,"A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.",TV-MA,"Action,Drama,Sci-Fi"
tt4913966,The Curse of La Llorona,"Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.",R,"Horror,Mystery,Thriller"
tt1838556,Honest Thief,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.",PG-13,"Action,Thriller"
tt7668842,Enes Batur: Imagination or Reality?,Enes Batur has to decide between going to college or being a professional YouTuber.,,Comedy
tt7825208,Marighella,"Facing a violent military dictatorship and an intimidated opposition, writer-turned-politician Carlos Marighella articulates a resistance all the while ousting heinous crimes of torture and the infamous censorship instituted by the regime.",,"Action,Drama,History"
tt8663516,Child's Play,"A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.",R,"Drama,Horror,Sci-Fi"
tt4595882,Can You Ever Forgive Me?,"When Lee Israel falls out of step with current tastes, she turns her art form to deception.",R,"Biography,Comedy,Crime"
tt5814534,Spies in Disguise,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",PG,"Action,Adventure,Animation"
tt5697572,Cats,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,PG,"Comedy,Drama,Family"
tt1116147,Wer ist Bob?,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",R,"Drama,Family"
tt2119543,The House with a Clock in Its Walls,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,PG,"Comedy,Family,Fantasy"
tt7504726,The Call of the Wild,A sled dog struggles for survival in the wilds of the Yukon.,PG,"Adventure,Drama,Family"
tt7347846,The Lodge,"A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",R,"Drama,Horror,Mystery"
tt9777644,Da 5 Bloods,Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,R,"Adventure,Drama,War"
tt5073642,Color Out of Space,A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.,Unrated,"Horror,Mystery,Sci-Fi"
tt2328900,Mary Queen of Scots,"Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.",R,"Biography,Drama,History"
tt5865326,The Laundromat,"A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.",R,"Comedy,Crime,Drama"
tt7549996,Judy,Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.,PG-13,"Biography,Drama,Music"
tt0800325,The Dirt,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",TV-MA,"Biography,Comedy,Drama"
tt5116302,Togo,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.",PG,"Adventure,Biography,Drama"
tt1043150,Episode dated 1 June 2007,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).,TV-14,Talk-Show
tt6491178,Dragged Across Concrete,"Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation.",R,"Action,Crime,Drama"
tt5783956,When We First Met,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.",TV-14,"Comedy,Fantasy,Romance"
tt5431890,Official Secrets,The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,R,"Biography,Crime,Drama"
tt1086064,Bill & Ted Face the Music,"Once told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.",PG-13,"Adventure,Comedy,Music"
tt9426210,Weathering with You,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.",PG-13,"Animation,Drama,Fantasy"
tt7125860,If Beale Street Could Talk,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,R,"Drama,Romance"
tt8544498,The Way Back,"Jack Cunningham was a high school basketball phenom who walked away from the game, forfeiting his future. Years later, when he reluctantly accepts a coaching job at his alma mater, he may get one last shot at redemption.",R,"Drama,Sport"
tt9412098,Fyre,An exclusive behind the scenes look at the infamous unraveling of the Fyre music festival.,TV-MA,"Crime,Documentary,Music"
tt1289403,The Guernsey Literary and Potato Peel Pie Society,"In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.",TV-14,"Drama,Romance,War"
tt2850386,The Croods: A New Age,"The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.",PG,"Adventure,Animation,Comedy"
tt5177088,The Girl in the Spider's Web,"Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",R,"Action,Adventure,Crime"
tt7734218,Stuber,A detective recruits his Uber driver into an unexpected night of adventure.,R,"Action,Comedy,Crime"
tt7315484,The Silence,"When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven.",PG-13,"Drama,Horror,Sci-Fi"
